Current_Date,Location,Next_Date,HCHO_reading
2019-06-28,"Bibile, Monaragala",2019-06-29,0.000231226423795
2019-06-29,"Bibile, Monaragala",2019-06-30,0.0001812523492576
2019-06-30,"Bibile, Monaragala",2019-07-01,0.0001883885471587
2019-07-01,"Bibile, Monaragala",2019-07-02,0.0002023344533868
2019-07-02,"Bibile, Monaragala",2019-07-03,9.121370706522813e-05
2019-07-03,"Bibile, Monaragala",2019-07-04,0.0001467740802260141
2019-07-04,"Bibile, Monaragala",2019-07-05,0.0001753343888387
2019-07-05,"Bibile, Monaragala",2019-07-06,0.0001420256129706
2019-07-06,"Bibile, Monaragala",2019-07-07,0.0002116970966375
2019-07-07,"Bibile, Monaragala",2019-07-08,0.0001988289947686
2019-07-08,"Bibile, Monaragala",2019-07-09,0.0001030618713161
2019-07-09,"Bibile, Monaragala",2019-07-10,0.00013132276679266098
2019-07-10,"Bibile, Monaragala",2019-07-11,0.0001884595836817
2019-07-11,"Bibile, Monaragala",2019-07-12,0.0001975782280741
2019-07-12,"Bibile, Monaragala",2019-07-13,0.0001594655264437
2019-07-13,"Bibile, Monaragala",2019-07-14,0.0001976478337366
2019-07-14,"Bibile, Monaragala",2019-07-15,0.000336220866302
2019-07-15,"Bibile, Monaragala",2019-07-16,0.00026693435001930003
2019-07-16,"Bibile, Monaragala",2019-07-17,0.0001116612273619
2019-07-17,"Bibile, Monaragala",2019-07-18,9.440945635086574e-05
2019-07-18,"Bibile, Monaragala",2019-07-19,5.3007591732085154e-05
2019-07-19,"Bibile, Monaragala",2019-07-20,6.854623574559979e-05
2019-07-20,"Bibile, Monaragala",2019-07-21,0.00010519337653080044
2019-07-21,"Bibile, Monaragala",2019-07-22,0.0002918239666354
2019-07-22,"Bibile, Monaragala",2019-07-23,0.00019850867158310018
2019-07-23,"Bibile, Monaragala",2019-07-24,0.0001421583182389
2019-07-24,"Bibile, Monaragala",2019-07-25,0.0001371408573407
2019-07-25,"Bibile, Monaragala",2019-07-26,7.947482663439587e-05
2019-07-26,"Bibile, Monaragala",2019-07-27,0.0002606689476769
2019-07-27,"Bibile, Monaragala",2019-07-28,0.0002823855014415
2019-07-28,"Bibile, Monaragala",2019-07-29,0.0002140706098285
2019-07-29,"Bibile, Monaragala",2019-07-30,0.0002902694324825
2019-07-30,"Bibile, Monaragala",2019-07-31,0.0001690657406119
2019-07-31,"Bibile, Monaragala",2019-08-01,0.0001755234582795
2019-08-01,"Bibile, Monaragala",2019-08-02,0.0001334335101567
2019-08-02,"Bibile, Monaragala",2019-08-03,0.0001710392138943
2019-08-03,"Bibile, Monaragala",2019-08-04,0.0002770476275012
2019-08-04,"Bibile, Monaragala",2019-08-05,-5.8506497870336726e-05
2019-08-05,"Bibile, Monaragala",2019-08-06,0.0001543679284341
2019-08-06,"Bibile, Monaragala",2019-08-07,0.0001381167840436
2019-08-07,"Bibile, Monaragala",2019-08-08,0.00014624235623885004
2019-08-08,"Bibile, Monaragala",2019-08-09,0.00014299789102100198
2019-08-09,"Bibile, Monaragala",2019-08-10,0.0002323583030374
2019-08-10,"Bibile, Monaragala",2019-08-11,0.00019216988828810001
2019-08-11,"Bibile, Monaragala",2019-08-12,0.0001648720874987
2019-08-12,"Bibile, Monaragala",2019-08-13,0.0001697566086455
2019-08-13,"Bibile, Monaragala",2019-08-14,0.00013069989661431604
2019-08-14,"Bibile, Monaragala",2019-08-15,0.0001617107501685
2019-08-15,"Bibile, Monaragala",2019-08-16,8.127829567496318e-05
2019-08-16,"Bibile, Monaragala",2019-08-17,0.0002494784948753
2019-08-17,"Bibile, Monaragala",2019-08-18,0.00013702240490078165
2019-08-18,"Bibile, Monaragala",2019-08-19,9.694880280715724e-05
2019-08-19,"Bibile, Monaragala",2019-08-20,0.0001231442282225
2019-08-20,"Bibile, Monaragala",2019-08-21,0.0001072038762765
2019-08-21,"Bibile, Monaragala",2019-08-22,0.000223914074013
2019-08-22,"Bibile, Monaragala",2019-08-23,0.00016555897514474997
2019-08-23,"Bibile, Monaragala",2019-08-24,0.00015447259637174597
2019-08-24,"Bibile, Monaragala",2019-08-25,0.00017889706318125522
2019-08-25,"Bibile, Monaragala",2019-08-26,0.0002405474568099
2019-08-26,"Bibile, Monaragala",2019-08-27,0.00017745327147123335
2019-08-27,"Bibile, Monaragala",2019-08-28,3.879817156439453e-05
2019-08-28,"Bibile, Monaragala",2019-08-29,4.685654324449213e-05
2019-08-29,"Bibile, Monaragala",2019-08-30,4.2827357404443363e-05
2019-08-30,"Bibile, Monaragala",2019-08-31,0.0001017635807711
2019-08-31,"Bibile, Monaragala",2019-09-01,0.0001199569514245
2019-09-01,"Bibile, Monaragala",2019-09-02,0.00011086026609779997
2019-09-02,"Bibile, Monaragala",2019-09-03,0.0001199569514245
2019-09-03,"Bibile, Monaragala",2019-09-04,0.0002193736930364
2019-09-04,"Bibile, Monaragala",2019-09-05,0.0002193736930364
2019-09-05,"Bibile, Monaragala",2019-09-06,7.061158198466546e-05
2019-09-06,"Bibile, Monaragala",2019-09-07,0.0002029469269085
2019-09-07,"Bibile, Monaragala",2019-09-08,0.000227267915019
2019-09-08,"Bibile, Monaragala",2019-09-09,0.0001980222193968
2019-09-09,"Bibile, Monaragala",2019-09-10,0.0002873941513638
2019-09-10,"Bibile, Monaragala",2019-09-11,0.0002143623039833
2019-09-11,"Bibile, Monaragala",2019-09-12,0.00025087822767355
2019-09-12,"Bibile, Monaragala",2019-09-13,0.00014794051883493332
2019-09-13,"Bibile, Monaragala",2019-09-14,0.0001777206364852
2019-09-14,"Bibile, Monaragala",2019-09-15,0.0001758298338639
2019-09-15,"Bibile, Monaragala",2019-09-16,0.00019558314320558992
2019-09-16,"Bibile, Monaragala",2019-09-17,3.679960787562356e-05
2019-09-17,"Bibile, Monaragala",2019-09-18,6.794723518060958e-05
2019-09-18,"Bibile, Monaragala",2019-09-19,7.855116824171623e-05
2019-09-19,"Bibile, Monaragala",2019-09-20,7.324920171116289e-05
2019-09-20,"Bibile, Monaragala",2019-09-21,5.966607426039956e-05
2019-09-21,"Bibile, Monaragala",2019-09-22,6.035665491112147e-05
2019-09-22,"Bibile, Monaragala",2019-09-23,6.0011364585760486e-05
2019-09-23,"Bibile, Monaragala",2019-09-24,6.035665491112147e-05
2019-09-24,"Bibile, Monaragala",2019-09-25,6.0184009748441005e-05
2019-09-25,"Bibile, Monaragala",2019-09-26,0.00017395699118110536
2019-09-26,"Bibile, Monaragala",2019-09-27,0.00017395699118110536
2019-09-27,"Bibile, Monaragala",2019-09-28,0.00017964503937660525
2019-09-28,"Bibile, Monaragala",2019-09-29,0.00017964503937660525
2019-09-29,"Bibile, Monaragala",2019-09-30,0.0001476935969498
2019-09-30,"Bibile, Monaragala",2019-10-01,0.0001354187261313
2019-10-01,"Bibile, Monaragala",2019-10-02,0.0001013253568089
2019-10-02,"Bibile, Monaragala",2019-10-03,3.625866611442237e-05
2019-10-03,"Bibile, Monaragala",2019-10-04,6.879201146166116e-05
2019-10-04,"Bibile, Monaragala",2019-10-05,4.547032960960256e-05
2019-10-05,"Bibile, Monaragala",2019-10-06,0.0001850499321187
2019-10-06,"Bibile, Monaragala",2019-10-07,8.042740955715999e-05
2019-10-07,"Bibile, Monaragala",2019-10-08,1.9520575982472e-05
2019-10-08,"Bibile, Monaragala",2019-10-09,9.107848870812606e-05
2019-10-09,"Bibile, Monaragala",2019-10-10,4.460671594527965e-05
2019-10-10,"Bibile, Monaragala",2019-10-11,0.0001980625810632
2019-10-11,"Bibile, Monaragala",2019-10-12,0.00012133464850423978
2019-10-12,"Bibile, Monaragala",2019-10-13,6.69268465455332e-05
2019-10-13,"Bibile, Monaragala",2019-10-14,8.33783504916071e-05
2019-10-14,"Bibile, Monaragala",2019-10-15,-0.0001028267070068
2019-10-15,"Bibile, Monaragala",2019-10-16,-9.724178257596486e-06
2019-10-16,"Bibile, Monaragala",2019-10-17,-0.0001028267070068
2019-10-17,"Bibile, Monaragala",2019-10-18,7.405227428003269e-05
2019-10-18,"Bibile, Monaragala",2019-10-19,7.405227428003269e-05
2019-10-19,"Bibile, Monaragala",2019-10-20,7.405227428003269e-05
2019-10-20,"Bibile, Monaragala",2019-10-21,7.405227428003269e-05
2019-10-21,"Bibile, Monaragala",2019-10-22,7.405227428003269e-05
2019-10-22,"Bibile, Monaragala",2019-10-23,4.203095464153636e-05
2019-10-23,"Bibile, Monaragala",2019-10-24,4.203095464153636e-05
