Current_Date,Location,Next_Date,HCHO_reading
2019-11-19,"Deniyaya, Matara",2019-11-20,8.638634538764028e-05
2019-11-20,"Deniyaya, Matara",2019-11-21,6.167588874374884e-05
2019-11-21,"Deniyaya, Matara",2019-11-22,8.329670267707673e-05
2019-11-22,"Deniyaya, Matara",2019-11-23,0.000158744442784
2019-11-23,"Deniyaya, Matara",2019-11-24,-9.125054756451936e-06
2019-11-24,"Deniyaya, Matara",2019-11-25,-9.875609976006672e-05
2019-11-25,"Deniyaya, Matara",2019-11-26,-0.0001494041498517
2019-11-26,"Deniyaya, Matara",2019-11-27,-8.576176812273956e-05
2019-11-27,"Deniyaya, Matara",2019-11-28,8.082623468883076e-05
2019-11-28,"Deniyaya, Matara",2019-11-29,-3.428895758143463e-05
2019-11-29,"Deniyaya, Matara",2019-11-30,0.0001039900997813
2019-11-30,"Deniyaya, Matara",2019-12-01,9.240816723506538e-05
2019-12-01,"Deniyaya, Matara",2019-12-02,0.0001545732520753
2019-12-02,"Deniyaya, Matara",2019-12-03,0.0002290982823012
2019-12-03,"Deniyaya, Matara",2019-12-04,0.00019183576718825
2019-12-04,"Deniyaya, Matara",2019-12-05,0.00019183576718825
2019-12-05,"Deniyaya, Matara",2019-12-06,0.0002290982823012
2019-12-06,"Deniyaya, Matara",2019-12-07,6.279132131055396e-05
2019-12-07,"Deniyaya, Matara",2019-12-08,6.279132131055396e-05
2019-12-08,"Deniyaya, Matara",2019-12-09,6.279132131055396e-05
2019-12-09,"Deniyaya, Matara",2019-12-10,6.279132131055396e-05
2019-12-10,"Deniyaya, Matara",2019-12-11,3.668150748126209e-05
2019-12-11,"Deniyaya, Matara",2019-12-12,3.668150748126209e-05
2019-12-12,"Deniyaya, Matara",2019-12-13,3.668150748126209e-05
2019-12-13,"Deniyaya, Matara",2019-12-14,4.62315488663879e-06
2019-12-14,"Deniyaya, Matara",2019-12-15,0.0001486373962426
2019-12-15,"Deniyaya, Matara",2019-12-16,0.0001227165762943
2019-12-16,"Deniyaya, Matara",2019-12-17,0.0001229212800705
2019-12-17,"Deniyaya, Matara",2019-12-18,0.00013142508420246668
2019-12-18,"Deniyaya, Matara",2019-12-19,0.0001877353206509
2019-12-19,"Deniyaya, Matara",2019-12-20,5.3307634495522295e-05
2019-12-20,"Deniyaya, Matara",2019-12-21,0.00012052147757321115
2019-12-21,"Deniyaya, Matara",2019-12-22,3.737863824244148e-05
2019-12-22,"Deniyaya, Matara",2019-12-23,4.534313636898188e-05
2019-12-23,"Deniyaya, Matara",2019-12-24,8.239901598712222e-05
2019-12-24,"Deniyaya, Matara",2019-12-25,0.0001175895423397
2019-12-25,"Deniyaya, Matara",2019-12-26,6.322827935514696e-05
2019-12-26,"Deniyaya, Matara",2019-12-27,0.0002801681133864
2019-12-27,"Deniyaya, Matara",2019-12-28,2.508077095769896e-05
2019-12-28,"Deniyaya, Matara",2019-12-29,0.00012282572123308198
2019-12-29,"Deniyaya, Matara",2019-12-30,0.0001125148774131
2019-12-30,"Deniyaya, Matara",2019-12-31,5.958212666452036e-05
2019-12-31,"Deniyaya, Matara",2020-01-01,3.443339602476807e-05
2020-01-01,"Deniyaya, Matara",2020-01-02,5.582477187917614e-05
2020-01-02,"Deniyaya, Matara",2020-01-03,4.323339089751243e-05
2020-01-03,"Deniyaya, Matara",2020-01-04,0.0001348303220805
2020-01-04,"Deniyaya, Matara",2020-01-05,7.345198097368317e-05
2020-01-05,"Deniyaya, Matara",2020-01-06,2.321362493548122e-05
2020-01-06,"Deniyaya, Matara",2020-01-07,5.4160664857132805e-05
2020-01-07,"Deniyaya, Matara",2020-01-08,8.050683431295243e-05
2020-01-08,"Deniyaya, Matara",2020-01-09,4.716895767844027e-05
2020-01-09,"Deniyaya, Matara",2020-01-10,0.0001577781896422
2020-01-10,"Deniyaya, Matara",2020-01-11,0.0001793478869622
2020-01-11,"Deniyaya, Matara",2020-01-12,9.41050512969195e-05
2020-01-12,"Deniyaya, Matara",2020-01-13,0.00014374370930043983
2020-01-13,"Deniyaya, Matara",2020-01-14,0.0001152762997662
2020-01-14,"Deniyaya, Matara",2020-01-15,0.00010469067553155974
2020-01-15,"Deniyaya, Matara",2020-01-16,3.034482369753957e-05
2020-01-16,"Deniyaya, Matara",2020-01-17,7.061637462092352e-06
2020-01-17,"Deniyaya, Matara",2020-01-18,1.8703230579815956e-05
