STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/13/2021,0.19,",,S",82,"H,,S",89,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/14/2021,0,",,S",82,"H,,S",89,",,S",77,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/15/2021,0,",,S",83,"H,,S",89,",,S",78,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/16/2021,0.22,",,S",79,"H,,S",85,",,S",77,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/17/2021,0.13,",,S",81,"H,,S",88,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/18/2021,0,",,S",82,"H,,S",89,",,S",76,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/19/2021,0,",,S",81,"H,,S",90,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/20/2021,0.07,",,S",80,"H,,S",91,",,S",73,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/21/2021,3.67,",,S",79,"H,,S",90,",,S",73,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/22/2021,0.21,",,S",80,"H,,S",90,",,S",75,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/23/2021,0.13,",,S",80,"H,,S",90,",,S",75,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/24/2021,0.13,",,S",80,"H,,S",87,",,S",74,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/25/2021,0,",,S",81,"H,,S",91,",,S",75,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/26/2021,0.02,",,S",78,"H,,S",89,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/27/2021,1.72,",,S",78,"H,,S",87,",,S",74,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/28/2021,0.2,",,S",78,"H,,S",87,",,S",74,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/29/2021,0.39,",,S",78,"H,,S",85,",,S",74,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/30/2021,0.16,",,S",77,"H,,S",88,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,10/31/2021,1.99,",,S",79,"H,,S",87,",,S",73,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/1/2021,0.21,",,S",79,"H,,S",88,",,S",75,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/2/2021,0.14,",,S",80,"H,,S",91,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/3/2021,3.13,",,S",77,"H,,S",89,",,S",74,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/4/2021,0.37,",,S",78,"H,,S",86,",,S",75,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/5/2021,0.77,",,S",79,"H,,S",86,",,S",74,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/6/2021,0.02,",,S",78,"H,,S",84,",,S",75,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/7/2021,1.9,",,S",77,"H,,S",84,",,S",73,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/8/2021,1.11,",,S",75,"H,,S",80,",,S",72,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/9/2021,1.63,",,S",76,"H,,S",77,",,S",72,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/10/2021,1,",,S",77,"H,,S",81,",,S",74,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/11/2021,0.33,",,S",79,"H,,S",,,74,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/12/2021,0.31,",,S",79,"H,,S",86,",,S",76,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/13/2021,0.24,",,S",78,"H,,S",85,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/14/2021,0.65,",,S",78,"H,,S",86,",,S",73,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/15/2021,1.18,",,S",78,"H,,S",86,",,S",73,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/16/2021,0.73,",,S",79,"H,,S",85,",,S",75,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/17/2021,0.22,",,S",78,"H,,S",83,",,S",75,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/18/2021,0.78,",,S",79,"H,,S",87,",,S",73,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/19/2021,0,",,S",79,"H,,S",86,",,S",75,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/20/2021,1.58,",,S",80,"H,,S",,,75,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/21/2021,0,",,S",81,"H,,S",,,74,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/22/2021,0,",,S",81,"H,,S",89,",,S",71,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/23/2021,0,",,S",80,"H,,S",89,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/24/2021,1.66,",,S",77,"H,,S",82,",,S",74,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/25/2021,2.48,",,S",76,"H,,S",81,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/26/2021,0.2,",,S",80,"H,,S",88,",,S",72,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/27/2021,1.29,",,S",79,"H,,S",90,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/28/2021,3.44,",,S",78,"H,,S",88,",,S",72,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/29/2021,0,",,S",78,"H,,S",86,",,S",74,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,11/30/2021,3.35,",,S",78,"H,,S",90,",,S",73,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/1/2021,0,",,S",79,"H,,S",88,",,S",72,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/2/2021,0,",,S",80,"H,,S",89,",,S",73,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/3/2021,0,",,S",82,"H,,S",90,",,S",74,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/4/2021,0,",,S",81,"H,,S",90,",,S",76,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/5/2021,0,",,S",82,"H,,S",91,",,S",75,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/6/2021,0,",,S",80,"H,,S",89,",,S",75,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/7/2021,1.55,",,S",81,"H,,S",90,",,S",73,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/8/2021,0,",,S",82,"H,,S",91,",,S",71,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/9/2021,0.04,",,S",81,"H,,S",90,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/10/2021,0,",,S",81,"H,,S",91,",,S",71,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/11/2021,0,",,S",82,"H,,S",91,",,S",74,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/12/2021,0,",,S",80,"H,,S",91,",,S",73,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/13/2021,0,",,S",78,"H,,S",87,",,S",74,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/14/2021,0.01,",,S",79,"H,,S",87,",,S",73,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/15/2021,0.01,",,S",78,"H,,S",86,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/16/2021,0.08,",,S",80,"H,,S",89,",,S",72,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/17/2021,0.04,",,S",80,"H,,S",89,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/18/2021,0,",,S",80,"H,,S",89,",,S",74,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/19/2021,0.09,",,S",81,"H,,S",89,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/20/2021,0,",,S",81,"H,,S",89,",,S",72,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/21/2021,0,",,S",81,"H,,S",90,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/22/2021,0,",,S",80,"H,,S",90,",,S",72,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/23/2021,0,",,S",79,"H,,S",88,",,S",71,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/24/2021,0,",,S",79,"H,,S",89,",,S",70,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/25/2021,0,",,S",78,"H,,S",89,",,S",69,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/26/2021,0,",,S",78,"H,,S",89,",,S",67,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/27/2021,0,",,S",79,"H,,S",90,",,S",69,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/28/2021,0,",,S",80,"H,,S",91,",,S",69,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/29/2021,0,",,S",80,"H,,S",91,",,S",71,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/30/2021,0,",,S",79,"H,,S",91,",,S",72,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,12/31/2021,0.05,",,S",80,"H,,S",92,",,S",72,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/1/2022,0.02,",,S",81,"H,,S",92,",,S",73,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/2/2022,0.09,",,S",81,"H,,S",88,",,S",75,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/3/2022,0.06,",,S",78,"H,,S",84,",,S",74,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/4/2022,0,",,S",79,"H,,S",84,",,S",75,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/6/2022,0,",,S",80,"H,,S",91,",,S",74,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/7/2022,0,",,S",83,"H,,S",93,",,S",72,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/8/2022,0,",,S",80,"H,,S",,,71,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/9/2022,0.14,",,S",79,"H,,S",90,",,S",72,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/10/2022,0,",,S",78,"H,,S",,,,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/13/2022,0,",,S",83,"H,,S",94,",,S",73,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/14/2022,0,",,S",81,"H,,S",94,",,S",74,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/16/2022,0,",,S",84,"H,,S",94,",,S",72,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/17/2022,0,",,S",81,"H,,S",,,73,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/19/2022,0,",,S",80,"H,,S",,,75,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/21/2022,0,",,S",77,"H,,S",93,",,S",63,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/22/2022,0,",,S",76,"H,,S",,,63,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/26/2022,0.06,",,S",78,"H,,S",,,70,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/28/2022,0,",,S",78,"H,,S",,,68,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/30/2022,0.01,",,S",81,"H,,S",95,",,S",74,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,1/31/2022,0,",,S",81,"H,,S",,,75,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/3/2022,0,",,S",79,"H,,S",96,",,S",71,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/4/2022,0,",,S",85,"H,,S",96,",,S",69,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/8/2022,0,",,S",83,"H,,S",93,",,S",70,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/9/2022,0,",,S",80,"H,,S",,,74,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/12/2022,0,",,S",81,"H,,S",92,",,S",72,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/13/2022,0.25,",,S",76,"H,,S",,,74,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/14/2022,0.01,",,S",81,"H,,S",90,",,S",73,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/16/2022,0,",,S",77,"H,,S",,,71,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/18/2022,0,",,S",81,"H,,S",,,73,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/19/2022,0,",,S",77,"H,,S",,,,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/21/2022,0,",,S",82,"H,,S",,,74,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/22/2022,0,",,S",84,"H,,S",95,",,S",75,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/24/2022,0,",,S",81,"H,,S",,,75,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/25/2022,0,",,S",85,"H,,S",93,",,S",76,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/27/2022,0,",,S",80,"H,,S",,,,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,2/28/2022,0,",,S",81,"H,,S",,,71,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,3/3/2022,0.01,",,S",84,"H,,S",91,",,S",78,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,3/4/2022,0,",,S",80,"H,,S",,,77,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,3/5/2022,0,",,S",83,"H,,S",95,",,S",71,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,3/9/2022,0,",,S",83,"H,,S",98,",,S",74,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,3/10/2022,0,",,S",90,"H,,S",99,",,S",73,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,3/12/2022,0,",,S",80,"H,,S",97,",,S",76,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,3/14/2022,0,",,S",80,"H,,S",,,76,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,3/17/2022,0,",,S",83,"H,,S",95,",,S",75,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,3/21/2022,0,",,S",86,"H,,S",95,",,S",78,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,3/23/2022,0,",,S",83,"H,,S",,,77,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,3/26/2022,0,",,S",85,"H,,S",98,",,S",76,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,3/27/2022,0.01,",,S",80,"H,,S",,,76,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,3/30/2022,1.25,",,S",81,"H,,S",94,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,3/31/2022,0.01,",,S",82,"H,,S",95,",,S",72,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/1/2022,0.2,",,S",81,"H,,S",94,",,S",74,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/2/2022,0.06,",,S",80,"H,,S",93,",,S",74,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/3/2022,0.19,",,S",80,"H,,S",94,",,S",75,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/4/2022,1.85,",,S",83,"H,,S",,,73,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/5/2022,0.91,",,S",79,"H,,S",91,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/6/2022,0.23,",,S",80,"H,,S",91,",,S",73,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/7/2022,0.29,",,S",81,"H,,S",93,",,S",73,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/8/2022,2.5,",,S",77,"H,,S",88,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/9/2022,0.69,",,S",77,"H,,S",89,",,S",71,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/10/2022,0.94,",,S",77,"H,,S",81,",O,S",73,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/11/2022,0,",,S",81,"H,,S",89,",,S",74,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/12/2022,0.11,",,S",80,"H,,S",89,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/13/2022,0.61,",,S",80,"H,,S",90,",,S",73,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/14/2022,0.02,",,S",83,"H,,S",93,",,S",74,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/15/2022,0,",,S",85,"H,,S",94,",,S",76,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/16/2022,0,",,S",84,"H,,S",93,",,S",76,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/17/2022,0,",,S",82,"H,,S",92,",,S",76,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/18/2022,0,",,S",83,"H,,S",91,",,S",75,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/19/2022,0,",,S",84,"H,,S",92,",,S",79,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/20/2022,0,",,S",85,"H,,S",94,",,S",77,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/21/2022,0,",,S",84,"H,,S",95,",,S",79,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/22/2022,0.43,",,S",80,"H,,S",92,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/23/2022,1.2,",,S",79,"H,,S",91,",,S",74,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/24/2022,2.14,",,S",84,"H,,S",93,",,S",74,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/25/2022,0,",,S",82,"H,,S",92,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/26/2022,0.65,",,S",84,"H,,S",94,",,S",76,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/27/2022,0,",,S",83,"H,,S",94,",,S",78,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/28/2022,0.17,",,S",80,"H,,S",91,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/29/2022,0.01,",,S",82,"H,,S",93,",,S",74,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,4/30/2022,0,",,S",85,"H,,S",93,",,S",76,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/1/2022,0,",,S",85,"H,,S",92,",,S",79,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/2/2022,0,",,S",86,"H,,S",93,",,S",80,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/3/2022,0,",,S",85,"H,,S",93,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/4/2022,0,",,S",86,"H,,S",93,",,S",79,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/5/2022,0,",,S",83,"H,,S",90,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/6/2022,0,",,S",82,"H,,S",89,",,S",78,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/7/2022,0,",,S",85,"H,,S",93,",,S",80,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/8/2022,0,",,S",85,"H,,S",,,81,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/9/2022,0,",,S",83,"H,,S",91,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/10/2022,0.09,",,S",83,"H,,S",90,",,S",77,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/12/2022,,,82,"H,,S",91,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/13/2022,1.01,",,S",79,"H,,S",85,",,S",76,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/14/2022,0.47,",,S",79,"H,,S",87,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/15/2022,1.09,",,S",80,"H,,S",89,",,S",75,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/16/2022,0.05,",,S",80,"H,,S",87,",,S",75,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/17/2022,0.19,",,S",80,"H,,S",85,",,S",77,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/18/2022,0.06,",,S",80,"H,,S",86,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/19/2022,0.55,",,S",81,"H,,S",89,",,S",76,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/20/2022,0.69,",,S",82,"H,,S",92,",,S",76,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/21/2022,0.02,",,S",82,"H,,S",88,",,S",78,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/22/2022,0.15,",,S",82,"H,,S",89,",,S",77,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/23/2022,0,",,S",83,"H,,S",89,",,S",78,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/24/2022,0.01,",,S",79,"H,,S",88,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/25/2022,1.76,",,S",82,"H,,S",89,",,S",74,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/26/2022,0.11,",,S",80,"H,,S",,,77,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/27/2022,0.47,",,S",81,"H,,S",87,",,S",75,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/28/2022,0.08,",,S",80,"H,,S",89,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/29/2022,0.78,",,S",79,"H,,S",85,",,S",75,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/30/2022,0.25,",,S",80,"H,,S",87,",,S",75,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,5/31/2022,0.82,",,S",77,"H,,S",80,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/1/2022,0.33,",,S",80,"H,,S",87,",,S",74,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/2/2022,0.05,",,S",82,"H,,S",88,",,S",77,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/3/2022,0,",,S",82,"H,,S",89,",,S",78,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/4/2022,0,",,S",82,"H,,S",89,",,S",78,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/5/2022,0,",,S",81,"H,,S",89,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/6/2022,0.07,",,S",80,"H,,S",,,,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/7/2022,0.13,",,S",81,"H,,S",88,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/8/2022,0,",,S",81,"H,,S",89,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/9/2022,0.08,",,S",81,"H,,S",87,",,S",77,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/10/2022,0,",,S",83,"H,,S",90,",,S",77,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/11/2022,0.39,",,S",80,"H,,S",86,",,S",74,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/12/2022,0.04,",,S",81,"H,,S",88,",,S",77,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/13/2022,0,",,S",83,"H,,S",90,",,S",77,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/14/2022,0,",,S",83,"H,,S",91,",,S",78,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/15/2022,0,",,S",80,"H,,S",90,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/16/2022,0,",,S",81,"H,,S",87,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/17/2022,0,",,S",81,"H,,S",87,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/18/2022,1.47,",,S",80,"H,,S",89,",,S",72,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/19/2022,0.03,",,S",81,"H,,S",90,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/20/2022,0,",,S",82,"H,,S",89,",,S",76,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/21/2022,0,",,S",83,"H,,S",89,",,S",78,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/22/2022,0.04,",,S",81,"H,,S",89,",,S",77,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/23/2022,0,",,S",83,"H,,S",90,",,S",,
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/24/2022,0.12,",,S",81,"H,,S",87,",,S",78,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/25/2022,0.22,",,S",83,"H,,S",90,",,S",77,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/26/2022,0,",,S",83,"H,,S",,,78,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/27/2022,0,",,S",83,"H,,S",90,",,S",78,",,S"
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116,6/28/2022,0,",,S",83,"H,,S",89,",,S",79,",,S"
