NAME,LATITUDE,LONGITUDE,ELEVATION,Sea Proximity (approximate-km),Sea Proximity Categorised,Climate Zone,DATE,PRCP,TAVG,TMAX,TMIN
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-09-22,5.09,25.48,29.92,21.87
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-09-23,9.89,25.07,28.94,22.19
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-09-24,34.48,25.14,29.59,22.06
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-09-25,10.11,25.18,29.86,22.16
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-09-26,14.39,24.91,29.38,22.05
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-09-27,7.67,23.85,27.48,21.87
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-09-28,4.42,24.12,28.66,21.38
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-09-29,3.76,24.87,30.01,20.98
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-09-30,28.31,25.0,29.35,21.62
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-10-01,32.36,24.0,26.94,21.4
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-10-02,20.35,25.01,29.62,21.33
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-10-03,7.6,25.31,30.07,21.09
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-10-04,18.69,24.81,28.15,22.23
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-10-05,22.63,24.31,27.82,21.86
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-10-06,10.53,24.44,28.92,21.16
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-10-07,3.28,24.69,28.62,22.05
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-10-08,2.67,24.67,28.91,22.07
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-10-09,3.7,24.8,29.87,21.56
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-10-10,9.33,24.74,28.73,22.12
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-10-11,9.24,24.01,27.92,21.5
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-10-12,2.79,24.29,29.08,20.88
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-10-13,0.36,24.57,29.58,21.23
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-10-14,0.76,25.0,30.0,21.54
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-10-15,1.13,24.88,28.7,22.23
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-10-16,2.57,24.73,28.94,21.94
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-10-17,1.33,24.31,27.73,22.07
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-10-18,1.64,25.0,30.19,21.57
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-10-19,4.98,25.07,29.79,20.55
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-10-20,11.65,25.3,29.33,22.65
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-10-21,11.88,25.26,29.2,22.02
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-10-22,13.34,25.28,29.06,22.53
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-10-23,12.0,24.45,28.63,21.37
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-10-24,5.96,24.51,28.87,21.23
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-10-25,5.37,24.45,28.78,21.05
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-10-26,13.76,23.7,26.89,21.37
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-10-27,9.68,24.15,28.33,20.75
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-10-28,15.32,24.18,28.53,21.27
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-10-29,20.79,23.73,26.92,21.55
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-10-30,10.03,24.32,27.95,21.21
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-10-31,10.54,24.58,27.55,22.69
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-11-01,11.34,24.5,27.7,22.05
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-11-02,11.7,24.64,28.92,21.03
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-11-03,9.21,24.31,28.08,21.55
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-11-04,21.15,24.38,28.91,20.88
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-11-05,6.68,23.95,27.25,21.58
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-11-06,16.67,23.99,27.62,20.87
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-11-07,23.66,23.53,26.81,21.12
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-11-08,18.58,22.98,25.82,21.1
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-11-09,85.3,22.8,25.59,21.15
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-11-10,51.75,23.87,27.17,21.21
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-11-11,2.6,24.65,28.63,21.55
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-11-12,8.73,24.46,28.62,21.76
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-11-13,5.58,23.82,27.55,21.13
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-11-14,3.38,24.15,28.45,21.19
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-11-15,12.0,24.79,28.81,21.55
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-11-16,13.68,24.28,27.2,22.5
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-11-17,18.18,24.15,27.95,21.69
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-11-18,2.99,24.15,28.44,21.12
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-11-19,6.64,24.28,28.4,20.73
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-11-20,3.99,24.32,28.68,20.8
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-11-21,0.24,24.08,29.72,18.86
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-11-22,1.29,22.92,27.16,18.81
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-11-23,19.33,23.48,26.59,21.49
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-11-24,113.56,23.29,25.76,21.35
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-11-25,30.02,22.96,25.48,21.14
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-11-26,5.91,23.83,27.15,20.87
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-11-27,27.91,24.06,27.12,21.63
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-11-28,15.14,23.33,25.85,21.6
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-11-29,5.1,23.56,27.12,20.88
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-11-30,7.75,23.49,26.33,21.63
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-12-01,1.02,23.6,27.55,20.56
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-12-02,5.63,24.03,28.19,20.47
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-12-03,10.03,24.64,28.43,21.33
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-12-04,14.12,25.32,29.04,22.62
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-12-05,5.05,24.73,28.15,21.98
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-12-06,2.47,24.09,27.66,21.67
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-12-07,0.48,23.26,27.46,19.98
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-12-08,5.92,23.87,27.79,19.96
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-12-09,1.24,23.62,26.9,21.18
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-12-10,2.51,23.26,26.25,20.94
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-12-11,2.75,23.69,27.19,21.55
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-12-12,15.09,23.6,26.5,21.32
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-12-13,24.59,23.55,25.51,22.04
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-12-14,12.72,23.04,24.73,21.88
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-12-15,14.74,22.79,24.51,21.59
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-12-16,9.57,22.77,25.09,20.86
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-12-17,5.74,22.72,25.58,20.42
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-12-18,17.7,23.22,26.67,19.5
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-12-19,3.98,23.22,26.56,20.61
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-12-20,0.37,22.73,26.69,19.82
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-12-21,1.23,23.1,27.65,19.18
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-12-22,1.81,23.45,27.19,20.51
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-12-23,0.63,22.98,27.19,19.69
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-12-24,0.0,21.29,26.42,17.28
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-12-25,0.02,20.67,25.85,16.57
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-12-26,0.02,21.08,26.3,16.7
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-12-27,0.14,21.44,26.13,17.14
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-12-28,0.4,21.65,26.38,18.34
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-12-29,3.26,22.56,26.96,18.32
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-12-30,4.59,23.25,27.16,20.34
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2021-12-31,7.77,23.61,27.33,20.94
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-01-01,14.41,23.98,27.32,21.8
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-01-02,15.72,23.79,26.68,21.87
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-01-03,27.26,23.84,27.01,21.92
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-01-04,17.52,23.63,26.62,21.4
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-01-05,17.24,23.98,27.55,21.29
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-01-06,4.05,23.62,26.44,21.93
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-01-07,2.66,23.5,27.22,21.01
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-01-08,5.0,22.71,25.45,20.4
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-01-09,6.3,22.71,25.31,20.7
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-01-10,10.55,22.86,25.8,21.04
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-01-11,2.67,23.6,27.48,21.08
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-01-12,2.51,24.24,28.15,21.01
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-01-13,3.15,24.03,27.15,22.09
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-01-14,1.74,24.15,27.94,21.36
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-01-15,0.94,23.7,28.08,20.41
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-01-16,6.79,23.69,27.28,21.07
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-01-17,4.9,23.3,26.58,21.26
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-01-18,5.17,22.94,26.43,20.78
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-01-19,2.64,22.38,26.11,19.38
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-01-20,0.03,21.94,27.1,17.72
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-01-21,0.01,21.69,27.94,17.12
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-01-22,0.0,21.15,27.22,15.38
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-01-23,0.0,21.84,27.55,16.27
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-01-24,0.0,22.12,27.45,18.15
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-01-25,0.0,21.67,26.76,17.51
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-01-26,0.0,21.45,26.13,17.81
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-01-27,0.19,20.74,24.63,16.39
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-01-28,1.36,23.07,27.4,18.9
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-01-29,2.11,23.88,27.73,21.33
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-01-30,1.82,24.1,28.65,20.86
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-01-31,4.32,23.56,27.57,19.8
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-02-01,0.13,21.81,27.02,17.37
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-02-02,0.0,20.86,26.89,15.51
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-02-03,0.01,22.41,28.6,16.72
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-02-04,0.0,22.79,28.81,17.83
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-02-05,0.0,22.14,27.68,18.1
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-02-06,0.22,22.42,27.54,17.37
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-02-07,2.76,22.76,25.51,20.62
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-02-08,0.69,22.6,26.82,19.9
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-02-09,1.65,21.17,25.82,17.13
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-02-10,6.38,23.23,27.43,19.81
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-02-11,9.72,22.75,24.98,21.14
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-02-12,13.55,23.08,26.3,21.02
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-02-13,14.16,22.76,25.26,21.33
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-02-14,5.33,22.4,25.01,20.66
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-02-15,0.13,22.55,27.48,19.03
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-02-16,0.07,22.21,27.47,18.2
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-02-17,0.03,21.25,25.41,17.44
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-02-18,2.62,22.53,27.5,18.0
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-02-19,8.42,23.21,25.51,20.89
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-02-20,28.97,24.12,27.4,22.08
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-02-21,17.03,24.76,29.48,21.4
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-02-22,1.66,23.58,28.57,19.99
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-02-23,28.89,23.19,27.53,19.44
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-02-24,20.62,23.41,27.2,20.58
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-02-25,5.1,23.37,27.48,20.76
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-02-26,6.77,23.79,27.55,20.94
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-02-27,1.41,23.08,27.21,19.7
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-02-28,0.7,22.86,27.43,19.4
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-03-01,0.65,23.01,27.56,19.61
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-03-02,4.88,22.87,25.95,19.97
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-03-03,11.72,23.16,26.3,21.53
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-03-04,3.07,23.26,26.01,21.39
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-03-05,0.17,24.29,28.45,21.2
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-03-06,1.16,24.49,29.26,19.89
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-03-07,5.4,23.95,27.37,21.77
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-03-08,1.88,23.77,28.13,20.12
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-03-09,0.12,22.99,28.58,18.74
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-03-10,2.22,23.48,29.05,18.41
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-03-11,6.96,23.62,28.22,20.01
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-03-12,4.94,23.62,27.65,20.44
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-03-13,0.62,23.71,27.37,21.4
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-03-14,0.19,23.77,28.0,20.78
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-03-15,0.01,24.55,29.3,20.01
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-03-16,0.03,24.68,28.34,21.6
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-03-17,8.3,25.08,29.49,21.69
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-03-18,5.3,25.83,30.28,22.07
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-03-19,10.87,25.44,29.84,22.01
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-03-20,1.53,24.98,30.13,21.34
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-03-21,0.06,25.49,31.19,20.34
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-03-22,0.09,25.8,30.93,21.73
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-03-23,0.47,25.73,29.76,22.33
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-03-24,1.55,25.28,28.72,22.28
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-03-25,1.71,25.3,29.44,22.44
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-03-26,1.46,24.97,28.93,22.03
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-03-27,4.78,24.63,28.9,20.82
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-03-28,1.9,25.06,29.33,21.69
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-03-29,3.14,25.27,29.56,21.68
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-03-30,8.16,24.78,28.77,22.13
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-03-31,1.48,25.37,30.46,21.26
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-04-01,1.35,25.27,29.73,21.71
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-04-02,7.02,25.55,30.19,22.29
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-04-03,5.89,25.52,29.95,22.13
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-04-04,7.32,24.9,28.38,22.19
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-04-05,20.48,24.78,28.72,21.83
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-04-06,20.66,24.61,27.44,22.41
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-04-07,5.52,25.41,29.47,22.11
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-04-08,32.61,24.97,28.91,21.73
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-04-09,36.62,25.15,29.55,21.35
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-04-10,67.2,25.25,30.2,21.51
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-04-11,23.6,24.93,28.9,21.58
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-04-12,27.37,25.62,29.18,22.71
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-04-13,15.29,25.02,28.29,22.46
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-04-14,4.84,25.33,29.67,21.72
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-04-15,6.92,25.94,30.9,21.68
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-04-16,8.06,26.02,30.4,22.31
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-04-17,13.48,26.05,29.56,23.6
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-04-18,5.51,26.19,30.09,22.29
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-04-19,11.68,26.15,29.94,23.06
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-04-20,3.31,26.15,31.3,22.01
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-04-21,4.85,25.73,29.09,22.98
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-04-22,12.66,25.55,29.37,22.83
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-04-23,6.1,25.27,29.64,22.19
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-04-24,6.84,25.38,29.87,21.62
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-04-25,4.2,25.63,29.65,22.75
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-04-26,3.24,25.69,30.12,21.9
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-04-27,5.85,25.9,30.33,22.39
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-04-28,17.42,25.76,29.57,22.61
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-04-29,16.46,25.9,29.63,23.06
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-04-30,7.73,26.26,30.23,22.92
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-05-01,13.13,25.08,28.46,21.58
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-05-02,6.16,26.09,30.86,20.95
"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,2022-05-03,1.25,26.9,30.76,23.6
