region,DATE,carbonmonoxide_average,nitrogendioxide_average,ozone_average
Kandy Proper,2021-12-13,0.03435970097780228,1.3813599252898712e-05,0.10986065864562988
Kandy Proper,2021-12-14,0.03306353837251663,9.447424417885486e-06,0.11121782660484314
Kandy Proper,2021-12-15,0.03511847369372845,2.590813528513536e-05,0.11016907542943954
Kandy Proper,2021-12-16,0.03340585591892401,1.1216735401831102e-05,0.11150829742352168
Kandy Proper,2021-12-17,0.03398689224074284,1.3929310625826474e-05,0.11262366672356923
Kandy Proper,2021-12-18,0.034659575670957565,8.739773875277024e-06,0.11289603759845097
Kandy Proper,2021-12-19,0.03915424644947052,1.0932381883321796e-05,0.11083649843931198
Kandy Proper,2021-12-20,0.03220852464437485,1.3699681403522845e-05,0.11054418981075287
Kandy Proper,2021-12-21,0.03534078225493431,1.2998018974030856e-05,0.11182364076375961
Kandy Proper,2021-12-22,0.03534078225493431,1.3326943189895246e-05,0.11202368140220642
Kandy Proper,2021-12-23,0.03284494889279207,1.3623822269437369e-05,0.11126235127449036
Kandy Proper,2021-12-24,0.03388366848230362,1.988229269045405e-05,0.11226170510053635
Kandy Proper,2021-12-25,0.030659057199954987,1.5744521078886464e-05,0.11349686980247498
Kandy Proper,2021-12-26,0.03246255819168356,1.634868203836959e-05,0.11001511663198471
Kandy Proper,2021-12-27,0.03246255819168356,1.4679600099043455e-05,0.10988395164410274
Kandy Proper,2021-12-28,0.033612379183371864,1.2941777640662622e-05,0.11026919136444728
Kandy Proper,2021-12-29,0.03218148400386175,1.2940452506882139e-05,0.1108689879377683
Kandy Proper,2021-12-30,0.034878116101026535,1.2090477866877336e-05,0.11205451190471649
Kandy Proper,2021-12-31,0.03355732642942005,1.4553693290508818e-05,0.11076916071275872
Kandy Proper,2022-01-01,0.03355732642942005,1.1158881534356624e-05,0.11287276695171992
Kandy Proper,2022-01-02,0.033529800052444145,1.6143992979777977e-05,0.11193208893140157
Kandy Proper,2022-01-03,0.029917829980452854,1.0572104656603187e-05,0.11286220699548721
Kandy Proper,2022-01-04,0.0380881130695343,1.7454993212595582e-05,0.11289706826210022
Kandy Proper,2022-01-05,0.03396935760974884,1.737473940011114e-05,0.11259996145963669
Kandy Proper,2022-01-06,0.033991766886578664,1.6885098375496455e-05,0.11278641223907471
Kandy Proper,2022-01-07,0.03394935900966326,1.2013517334708013e-05,0.11278641223907471
Kandy Proper,2022-01-08,0.03452107558647791,1.1814949175459333e-05,0.10991282761096954
