Current_Date,Location,LATITUDE,LONGITUDE,ELEVATION,Sea Proximity (approximate-km),Sea Proximity Categorised,Climate Zone,Area(km^2),Population,Population_density,new,total,Lockdown,carbonmonoxide_average,nitrogendioxide_average,ozone_average,PRCP,TAVG,TMAX,TMIN,HCHO_reading
2019-01-01,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0355654954910278,6.801962626923341e-06,0.1130064850052197,0.22,21.79,26.15,18.6,1.919914652467399e-05
2019-01-02,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0326477289199829,1.1344185622874647e-05,0.1130064850052197,0.03,21.09,25.8,17.52,1.919914652467399e-05
2019-01-03,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0328554064035415,1.014795998344198e-05,0.1105887119968732,0.03,21.03,26.32,17.05,2.811447935930284e-05
2019-01-04,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0334731675684452,9.120284630625974e-06,0.113011023029685,0.02,20.88,26.46,16.77,3.747998184385943e-05
2019-01-05,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0341001227498054,9.223555935022889e-06,0.112202073343926,0.14,22.12,27.42,17.82,-1.7982608793453114e-05
2019-01-06,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0317886881530284,9.330588909506332e-06,0.1117998675132791,0.01,21.57,26.4,18.19,0.0001457836896179
2019-01-07,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0334187187254428,1.2713774594885764e-05,0.1117998675132791,0.06,22.02,26.96,17.6,2.8285908025465342e-05
2019-01-08,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0331951742991805,6.637254244878932e-06,0.1123246625065803,0.03,22.73,27.35,19.58,8.703479882168266e-05
2019-01-09,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0376463234424591,8.527208592568059e-06,0.1118548214435577,0.06,22.55,27.23,18.7,0.000142085016705
2019-01-10,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0358556061983108,8.882101610652171e-06,0.112089741975069,0.13,22.87,27.55,19.04,0.000142085016705
2019-01-11,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0352303199470043,9.107593541557437e-06,0.112089741975069,6.56,22.94,27.22,19.76,2.014587947072581e-05
2019-01-12,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.034596711397171,1.1406770681787748e-05,0.1118119433522224,7.64,23.27,27.14,21.08,0.000158278766321
2019-01-13,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0358322402462363,5.50373260921333e-06,0.11183338239789,14.84,23.07,25.66,21.0,3.961305713259166e-05
2019-01-14,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0373307913541793,9.72989346337272e-06,0.1104448139667511,10.61,23.23,26.44,21.05,9.894591172679584e-05
2019-01-15,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0364306680858135,1.2517315553850494e-05,0.1110997597376505,5.52,23.3,27.18,20.4,9.952823849642218e-05
2019-01-16,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0389284938573837,7.0877413236303255e-06,0.1111188390188747,2.72,23.05,27.01,20.5,7.484570960514249e-05
2019-01-17,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0351169556379318,5.78868866796256e-06,0.1107722868522008,0.0,22.08,26.69,18.23,7.736112226328797e-05
2019-01-18,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0364646613597869,9.351248991151806e-06,0.1130961279074351,0.0,20.7,26.19,16.65,7.610341593421524e-05
2019-01-19,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.036735194735229,7.204489520518109e-06,0.1102298746506373,0.0,20.8,26.77,15.73,3.9881410104076654e-05
2019-01-20,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0364546415706475,1.0053368896478789e-05,0.1094549298286438,0.0,22.0,26.93,18.27,0.0001891620203853
2019-01-21,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0392138697206974,8.604679351265077e-06,0.1109269774622387,0.14,22.57,27.54,18.69,0.0001159969926423
2019-01-22,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0373777242170439,9.559865247865671e-06,0.1109269774622387,0.6,23.07,28.15,19.14,0.0001413523623709
2019-01-23,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0395442023873329,1.508393052063184e-05,0.1123411040753126,0.23,23.23,28.27,19.77,7.165379525100222e-05
2019-01-24,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0366072443624337,1.1996768307653838e-05,0.1120803412050008,0.18,23.08,27.59,19.08,0.0001065030788109
2019-01-25,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0391891151666641,1.32525874505518e-05,0.1118639856576919,1.44,23.76,28.05,20.65,-2.8553898678860067e-05
2019-01-26,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0387490019202232,8.301218258566223e-06,0.1111139108737309,0.55,23.6,27.93,20.62,5.552184003593855e-05
2019-01-27,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0388372987508773,1.1403731150494424e-05,0.1118498354529341,0.0,23.23,28.09,19.66,0.000180567368996
2019-01-28,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.037866935133934,1.2787983905582225e-05,0.11385195205609,0.0,22.4,28.5,17.73,9.113160086427456e-05
2019-01-29,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0367845296859741,1.0422358172945678e-05,0.1134251480301221,0.02,22.05,27.65,16.87,7.241739856355372e-05
2019-01-30,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0386442877352237,9.966325706045607e-06,0.10964352140824,0.12,22.87,27.3,19.55,8.177449971391414e-05
2019-01-31,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0386134572327137,8.56037422636291e-06,0.1101126596331596,1.0,23.16,27.58,20.3,4.098144742473462e-05
2019-02-01,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0373126678168773,1.0672987627913244e-05,0.1116140484809875,3.25,23.3,28.22,19.61,5.186428352058307e-05
2019-02-02,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0374525189399719,1.0091446711157914e-05,0.1111988443881273,13.68,23.59,28.48,20.3,4.642286547265884e-05
2019-02-03,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0432872958481311,1.3138606846041512e-05,0.1120994240045547,8.28,24.12,28.58,21.3,5.186428352058307e-05
2019-02-04,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0391664849594235,6.969284527258424e-07,0.1126665795842806,14.68,23.8,27.44,21.36,4.914357449662097e-05
2019-02-05,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0357261846462885,5.3253370424499735e-06,0.1119536384940147,11.58,24.05,27.66,21.99,5.186428352058307e-05
2019-02-06,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.043254304677248,9.703861906018574e-06,0.1119317536552747,1.99,23.63,27.88,20.81,1.051353380619686e-05
2019-02-07,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0373923517763614,1.1810214346041905e-05,0.1121628489345312,0.71,23.76,28.04,20.25,4.076109671524861e-05
2019-02-08,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0356787741184234,1.0119678336195648e-05,0.1121839905778567,0.85,24.45,28.31,21.34,7.59353421234044e-05
2019-02-09,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0349530174086491,8.361885761587473e-06,0.1117276567965745,13.0,24.46,28.06,21.85,3.240085682659074e-06
2019-02-10,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0347566679120063,9.6888961707009e-06,0.1105472321311632,2.09,23.84,28.57,20.01,7.34858268449358e-05
2019-02-11,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.037067100405693,6.685962944175117e-06,0.112249007448554,1.24,23.49,28.14,19.54,1.0584419214865193e-05
2019-02-12,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0362370423972606,8.420794074481819e-06,0.1115079654587639,0.94,23.87,27.91,21.01,6.919795120446755e-05
2019-02-13,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0360952951014041,1.043022348312661e-05,0.1125035484631856,1.88,24.21,28.68,21.83,3.989118520966637e-05
2019-02-14,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0357892736792564,1.0902812391577754e-05,0.1117665960143009,2.52,24.26,28.68,21.12,6.919795120446755e-05
2019-02-15,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0353061370551586,8.054056706896517e-06,0.1123762779558698,4.33,24.36,28.87,21.11,0.0001623480638954
2019-02-16,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0349104329943656,8.999497367767617e-06,0.1125035484631856,16.55,24.14,27.07,21.66,2.6644206895973665e-05
2019-02-17,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0363303944468498,1.0818343980645295e-05,0.1125035484631856,4.73,25.37,29.94,22.63,0.0001362413198283
2019-02-18,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0356634482741355,9.194110134558288e-06,0.1122874927241355,1.56,25.15,30.0,22.01,5.895095797941796e-05
2019-02-19,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0345376431941986,5.962825525784865e-06,0.112461124960747,0.61,24.26,29.07,20.65,7.990708924877695e-05
2019-02-20,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0330757908523082,1.202660769195063e-05,0.1125035484631856,0.5,23.34,27.92,19.5,8.647263683420719e-05
2019-02-21,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0337454378604888,9.497794053459074e-06,0.1128952130675315,0.68,23.87,28.84,19.87,6.580490440211678e-05
2019-02-22,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0332784876227378,9.691120794741437e-06,0.1128952130675315,0.57,22.75,28.26,18.52,0.0001173317679715
2019-02-23,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0309267677366733,9.445241630601233e-06,0.1142977078755696,0.16,22.41,28.83,17.05,0.0001372664223727
2019-02-24,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0311046987771987,7.34903005650267e-06,0.1135964604715506,0.12,23.35,29.62,17.87,0.0001183587731956
2019-02-25,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0358866238966584,8.324129794345936e-06,0.1148660201579332,1.38,24.69,30.45,19.55,5.120314480475256e-05
2019-02-26,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0369134321808815,6.631701580772642e-06,0.1141709809501965,13.7,24.79,29.12,22.46,-4.671209171647206e-05
2019-02-27,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0360719735423723,2.5185547201544974e-05,0.1143320426344871,10.56,24.63,28.27,22.47,0.0001055808334939
2019-02-28,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0349941820992777,1.6707479517208412e-05,0.1144563479142056,0.65,25.26,31.08,21.0,2.9434370888749945e-05
2019-03-01,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0367887020111084,1.0941131222352851e-05,0.1136693706115086,0.15,24.94,30.6,21.46,8.555250649462305e-05
2019-03-02,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0365913692447874,1.2150388101872522e-05,0.1142060061295827,0.14,24.55,30.01,20.45,0.0002015221799451
2019-03-03,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0348753811170657,1.3474028492055368e-05,0.1138305639227231,1.52,24.7,29.87,20.98,0.0002333378601804
2019-03-04,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0362219400703907,1.35978807520587e-05,0.1151408180594444,0.43,24.65,30.7,20.04,0.0001130560234093
2019-03-05,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0336303412914276,1.3752553968515713e-05,0.1142116896808147,0.56,25.98,32.11,20.9,8.923271256196186e-05
2019-03-06,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.034111987799406,1.682096262811683e-05,0.1160298585891723,0.64,26.79,33.27,21.65,4.2696494065404425e-05
2019-03-07,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.035320296883583,1.7193482563016005e-05,0.1168356115619341,0.07,26.61,33.73,21.28,0.0001021544478428
2019-03-08,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0340121537446975,1.6147952919709496e-05,0.1145830601453781,0.45,26.08,33.46,20.44,0.000104415711202
2019-03-09,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.035352099686861,1.368945504509611e-05,0.1158161767654948,1.92,26.11,32.58,21.8,6.61826173399757e-05
2019-03-10,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0333324186503887,1.0942813787551133e-05,0.1142710198958714,0.44,25.05,31.77,20.6,0.0001057629100291
2019-03-11,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0315305665135383,1.104258990380913e-05,0.1152298972010612,1.75,24.08,30.5,19.2,0.0001954688702953
2019-03-12,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0302370339632034,1.055972734320676e-05,0.1144270400206247,0.25,24.34,31.25,18.96,0.0002339561330231
2019-03-13,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.037753333337605,8.219186687104715e-06,0.1151394098997116,0.02,24.63,31.16,19.37,0.0001059218325559
2019-03-14,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0347021482884883,1.1230101335968357e-05,0.1155168414115905,0.0,25.14,32.24,20.43,5.33002191604215e-05
2019-03-15,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0321829207241535,1.1283337698841931e-05,0.115328125655651,0.05,24.24,30.72,18.62,0.000123402480465
2019-03-16,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0313307493925094,1.1469895980553702e-05,0.118727259337902,0.15,25.02,31.01,19.67,9.934245878113424e-05
2019-03-17,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.033992287935689,2.333856355107855e-05,0.1186206440130869,1.49,25.17,30.3,21.47,0.000111372469623
2019-03-18,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0353452563285827,1.3901322745368816e-05,0.1181455006202061,3.51,25.39,30.63,21.93,1.3218968888395464e-05
2019-03-19,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0395942106842994,2.1384679712355137e-05,0.1164045805732409,0.22,25.51,32.26,20.95,0.0001449778092531
2019-03-20,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0388212278485298,1.2122933185310105e-05,0.115912119547526,0.26,25.44,32.82,20.01,7.633388390013924e-05
2019-03-21,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0378127060830593,9.491629498370456e-06,0.117270711188515,3.05,25.74,32.26,20.7,0.0001480680220993
2019-03-22,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0334545709192752,7.935582289064769e-06,0.1168207335803244,0.49,26.12,32.48,21.94,4.698590924918041e-05
2019-03-23,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0376629456877708,1.6142361346282996e-05,0.1197483167052269,2.05,26.29,32.47,21.88,-1.5467760777977853e-05
2019-03-24,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0364746861159801,1.562736179039348e-05,0.1188299488276243,0.06,25.72,33.64,20.19,0.0001512098013132
2019-03-25,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0353943109512329,1.5652343790861778e-05,0.1180453076958656,0.01,24.62,32.65,18.36,7.338239494073005e-05
2019-03-26,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0352389849722385,1.2806856830138711e-05,0.1168933566659689,0.02,25.33,33.19,19.29,8.133633841564141e-05
2019-03-27,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0331841297447681,1.58699149324093e-05,0.1177257560193538,0.09,26.1,34.28,19.71,9.850572535486576e-05
2019-03-28,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.034017015248537,1.4338336768560112e-05,0.1161489014824231,0.01,26.16,34.73,19.67,0.0001319502848265
2019-03-29,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0344586102291941,1.0489514124856214e-05,0.1172033304659028,0.0,26.26,35.05,19.37,0.0001818774203729
2019-03-30,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.036854650825262,1.7905127606354654e-05,0.1169226713892486,0.01,26.59,34.97,19.94,0.000286010842239
2019-03-31,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0387495309114456,1.815220457501709e-05,0.1169373287508884,0.13,27.69,36.21,20.69,0.0001691464753809
2019-04-01,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0377589054405689,1.6028890968300402e-05,0.1191398035734891,0.38,28.32,36.62,21.78,0.0002311358269746
2019-04-02,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0366406366229057,1.3921487152401824e-05,0.1191398035734891,0.29,27.65,35.66,21.94,0.0001839505016603
2019-04-03,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0325235240161418,8.300833542307373e-06,0.1191398035734891,0.17,26.9,34.69,21.65,0.0002120842642893
2019-04-04,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0328316874802112,1.352219442196656e-05,0.1183077860623598,0.03,26.76,35.66,20.01,2.65590091925734e-05
2019-04-05,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0326387211680412,1.4817557712376583e-05,0.1197707653045654,0.03,27.58,36.42,21.48,8.134434422682388e-05
2019-04-06,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0349621437489986,1.431468717782991e-05,0.1190231392780939,0.05,27.99,36.37,21.62,0.0001323410016791
2019-04-07,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0352160036563873,1.899537346616853e-05,0.1195285506546497,0.02,28.02,35.25,22.83,0.0001584331711474
2019-04-08,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0343904606997966,1.647106182645075e-05,0.1191575603249172,0.15,28.45,35.45,23.37,0.0002055366407123
2019-04-09,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0349955484271049,1.4328598808788229e-05,0.1180099546909332,0.12,28.98,35.38,24.26,0.0002659180015952
2019-04-10,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0313622057437896,1.4228317013476044e-05,0.1188538815412256,0.16,28.59,35.33,23.76,0.0001209464124475
2019-04-11,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.030952425673604,8.462309779133648e-06,0.1197625994682312,1.97,27.75,33.25,24.13,8.419718674038091e-05
2019-04-12,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.029873676598072,1.22106011986034e-05,0.1203130595386028,0.75,27.59,33.6,23.38,6.731434962449994e-05
2019-04-13,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0297788437455892,1.0906373972829895e-05,0.1194616630673408,1.09,28.17,35.19,23.3,0.000172293422113
2019-04-14,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0304917879402637,9.678688911662904e-06,0.1198805496096611,0.27,28.28,35.98,22.72,0.0001198038858687
2019-04-15,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0326517783105373,1.3106706319376826e-05,0.1212443138162295,0.42,28.29,35.55,22.53,0.0001403351475307
2019-04-16,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0279514454305171,-3.473391814168281e-07,0.1202248965079585,3.33,27.4,33.22,23.94,0.0001666256555624
2019-04-17,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0266125034540891,5.856797542946879e-06,0.1200552309552828,12.05,26.46,32.34,23.17,0.0001176903982882
2019-04-18,"Bibile, Monaragala",6.8719,81.3489,151.0,52,Inland,Dry Zone,5638.7,496000,87.96353769485874,0.0,0.0,0,0.0285428762435913,9.095885616261512e-06,0.1203933647937244,1.71,27.51,34.21,22.73,-1.7637499327927978e-05
